production_order_id,production_date,finished_product,material_id,quantity_consumed,is_null_prod_order_id,is_null_material_id,is_null_qty_consumed,is_null_finished
PRD-091,2026-02-18,Protective Roof Paint,MAT007,350,0,0,0,0
PRD-091,2026-02-18,Protective Roof Paint,MAT013,310,0,0,0,0
PRD-091,2026-02-18,Protective Roof Paint,MAT020,400,0,0,0,0
PRD-092,2026-02-24,Epoxy Floor Coating,MAT003,240,0,0,0,0
PRD-092,2026-02-24,Epoxy Floor Coating,MAT008,350,0,0,0,0
PRD-092,2026-02-24,Epoxy Floor Coating,MAT011,190,0,0,0,0
PRD-092,2026-02-24,Epoxy Floor Coating,MAT018,160,0,0,0,0
PRD-093,2026-03-10,Premium White Paint 1L,MAT001,600,0,0,0,0
PRD-093,2026-03-10,Premium White Paint 1L,MAT006,380,0,0,0,0
PRD-093,2026-03-10,Premium White Paint 1L,MAT013,310,0,0,0,0
PRD-093,2026-03-10,Premium White Paint 1L,MAT016,300,0,0,0,0
PRD-094,2026-03-14,Wood Stain Brown,MAT002,230,0,0,0,0
PRD-094,2026-03-14,Wood Stain Brown,MAT007,350,0,0,0,0
PRD-094,2026-03-14,Wood Stain Brown,MAT012,150,0,0,0,0
PRD-094,2026-03-14,Wood Stain Brown,MAT016,300,0,0,0,0
PRD-095,2026-03-19,Protective Roof Paint,MAT001,600,0,0,0,0
PRD-095,2026-03-19,Protective Roof Paint,MAT007,350,0,0,0,0
PRD-095,2026-03-19,Protective Roof Paint,MAT013,310,0,0,0,0
PRD-095,2026-03-19,Protective Roof Paint,MAT020,400,0,0,0,0
PRD-096,2026-03-25,Anti-Rust Coating,MAT002,230,0,0,0,0
PRD-096,2026-03-25,Anti-Rust Coating,MAT008,350,0,0,0,0
PRD-096,2026-03-25,Anti-Rust Coating,MAT011,190,0,0,0,0
PRD-096,2026-03-25,Anti-Rust Coating,MAT018,160,0,0,0,0
